,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,ChgOffPrinGr,GrAppv,SBA_Appv,ChgOffHist,MIS_Status
188609,2337235006,"Centerline Plumbing, Inc.",MERIDIAN,ID,83642,MOUNTAIN W. BANK A DIVISION OF,ID,238220,16-Mar-07,2007,36,2,1.0,0,2,0,2,N,N,14-May-10,31-Mar-07,"$24,985.00 ",$0.00 ,"$24,971.00 ","$25,000.00 ","$12,500.00 ",False,CHGOFF
843008,9037463002,SOUTHWEST AUTO ELECTRIC,SEMINOLE,TX,79360,FIRST-CITIZENS BK & TR CO,NC,811111,26-Feb-96,1996,63,9,1.0,0,0,1,0,0,N,19-Jun-06,30-Apr-96,"$175,500.00 ",$0.00 ,"$30,641.00 ","$175,500.00 ","$131,625.00 ",False,CHGOFF
369543,3583625005,"HAULIN IT, INC.",MOORHEAD,MN,56560,NORTHWESTERN BANK NATL ASSOC,MN,484121,19-Aug-09,2009,78,3,1.0,0,3,0,1,N,N,21-May-12,27-Aug-09,"$35,000.00 ",$0.00 ,"$35,000.00 ","$35,000.00 ","$35,000.00 ",False,CHGOFF
42770,1332405005,Bailywick Candles LLC,HOWELL,NJ,7731,BANK OF AMERICA NATL ASSOC,NC,424990,9-Jun-05,2005,76,2,2.0,0,2,1,1,N,N,,31-Jan-06,"$10,000.00 ",$0.00 ,$0.00 ,"$10,000.00 ","$5,000.00 ",False,P I F
264520,2849803001,PALMER PLASTIC PIPE CORP,SHREVEPORT,LA,71107,FEDERAL DEPOSIT INSUR CORP,LA,0,11-Feb-87,1987,172,3,1.0,0,0,0,0,N,N,10-Apr-92,6-Mar-87,"$105,000.00 ",$0.00 ,"$101,649.00 ","$105,000.00 ","$78,750.00 ",False,CHGOFF
489518,4716444002,CIRCLE OF FRIENDS LLC,SPRINGFIELD,NJ,7081,"TD BANK, NATIONAL ASSOCIATION",DE,623110,24-Jul-01,2001,42,1,2.0,24,25,1,1,Y,N,,31-Dec-01,"$150,000.00 ",$0.00 ,$0.00 ,"$150,000.00 ","$75,000.00 ",False,P I F
815291,8737944007,PAPA JOHN'S PIZZA,BAYONNE,NJ,7002,COMERICA BANK,CA,722211,25-Mar-05,2005,84,5,2.0,0,0,61897,1,N,N,12-Feb-09,31-May-05,"$224,000.00 ",$0.00 ,"$164,910.00 ","$224,000.00 ","$168,000.00 ",True,CHGOFF
303537,3095914003,HUY HOANG II,NEW IBERIA,LA,70560,"BIZCAPITAL BIDCO II, LLC",LA,114112,2-Aug-99,1999,130,10,2.0,0,0,1,2,N,N,27-Jun-06,31-Aug-00,"$650,000.00 ",$0.00 ,"$365,461.00 ","$650,000.00 ","$487,500.00 ",False,CHGOFF
635425,6316944010,WINGSTOP,KANSAS CITY,MO,64117,COMPASS BANK,TX,722211,14-May-03,2003,95,6,1.0,0,0,1,1,N,N,,14-Feb-04,"$190,000.00 ",$0.00 ,$0.00 ,"$190,000.00 ","$142,500.00 ",True,P I F
446593,4334844009,BURNS SALTWATER OUTFITTERS,VISTA,CA,92083,WELLS FARGO BANK NATL ASSOC,CA,339920,26-Feb-01,2001,47,2,1.0,0,2,1,1,Y,N,,31-Mar-01,"$100,000.00 ",$0.00 ,$0.00 ,"$100,000.00 ","$50,000.00 ",False,P I F
221623,2566464002,ARGENT CONSTRUCTION INC AN AZ,PHOENIX,AZ,85021,GE CAP. SMALL BUS. FINAN CORP,TX,0,4-Dec-98,1999,27,36,1.0,0,0,1,0,0,N,,31-Dec-98,"$450,000.00 ",$0.00 ,$0.00 ,"$450,000.00 ","$337,500.00 ",False,P I F
362736,3531573009,B & B COUNTRY STORE & DELI,KAISER,MO,65047,CENTRAL BK OF LAKE OF OZARKS,MO,0,18-Sep-89,1989,235,1,1.0,0,0,1,0,N,N,13-Mar-91,31-Oct-89,"$105,000.00 ",$0.00 ,"$19,103.00 ","$105,000.00 ","$94,500.00 ",False,CHGOFF
272116,2895335006,"Hise Enterprises, L.L.C. d/b/a",DENVER,CO,80202,JPMORGAN CHASE BANK NATL ASSOC,IL,722211,8-Jan-08,2008,94,11,1.0,2,11,0,1,N,N,18-Jun-10,31-Jan-08,"$299,500.00 ",$0.00 ,"$256,258.00 ","$299,500.00 ","$149,750.00 ",False,CHGOFF
699145,7261704004,ROGER J FERLAND MD PC,PROVIDENCE,RI,2903,CITIZENS BANK NATL ASSOC,RI,621111,12-Mar-04,2004,18,5,1.0,0,5,1,1,Y,N,10-Jun-10,30-Apr-04,"$130,206.00 ",$0.00 ,"$68,012.00 ","$75,000.00 ","$37,500.00 ",False,CHGOFF
200405,2414045002,"Snards, Inc., dba Jimmy John's",Melbourne,FL,32904,COMERICA BANK,TX,722211,24-Apr-07,2007,126,1,2.0,20,1,0,1,N,N,7-Apr-10,31-Oct-08,"$383,000.00 ",$0.00 ,"$320,695.00 ","$493,000.00 ","$369,750.00 ",False,CHGOFF
530109,5160714009,GARNER GRAPHICS INC,MADISON,MS,39110,TRUSTMARK NATIONAL BANK,MS,541512,16-Jan-02,2002,25,1,1.0,0,1,1,1,Y,N,29-Jan-07,31-Mar-02,"$11,600.00 ",$0.00 ,"$7,422.00 ","$10,100.00 ","$5,050.00 ",False,CHGOFF
607507,6032314007,WESTERN AMBULANCE COMPANY LLC,BROOMFIELD,CO,80020,WELLS FARGO BANK NATL ASSOC,CO,621910,17-Jan-03,2003,75,2,1.0,4,6,1,1,N,N,,31-Jan-03,"$30,000.00 ",$0.00 ,$0.00 ,"$30,000.00 ","$15,000.00 ",False,P I F
155901,2133984010,A-PLUS ENGINEERING,IPSWICH (CENSUS NAME FOR IPSWI,MA,1938,UPS CAPITAL BUSINESS CREDIT,CT,0,15-Jun-98,1998,128,15,1.0,0,0,1,0,0,N,13-Jan-04,31-Jul-98,"$1,000,000.00 ",$0.00 ,"$628,285.00 ","$1,000,000.00 ","$750,000.00 ",False,CHGOFF
864153,9309741005,"COWART FABRICATION, INC",INGLESIDE,TX,78362,BANK OF AMERICA NATL ASSOC,TX,0,21-Feb-78,1978,180,8,1.0,0,0,0,0,N,N,7-Apr-89,25-Apr-78,"$100,000.00 ",$0.00 ,"$65,378.00 ","$100,000.00 ","$90,000.00 ",False,CHGOFF
334717,3333223008,"PRO-FIT SPORTS, INC.",BOISE,ID,83706,WELLS FARGO BANK NATL ASSOC,AZ,451110,10-Nov-88,1989,20,10,2.0,0,0,0,0,N,N,,31-Jan-89,"$65,000.00 ",$0.00 ,$0.00 ,"$65,000.00 ","$58,500.00 ",False,P I F
507467,4912603003,ROSCOE AD SHELL,VAN NUYS,CA,91406,UCALI BY FIRST SOUTHWESTERN,UT,0,2-Jul-92,1992,100,3,1.0,0,0,1,0,N,N,,31-Jul-92,"$330,000.00 ",$0.00 ,$0.00 ,"$330,000.00 ","$264,000.00 ",False,P I F
794171,8466624002,SUN SCREEN PRINT INC.,JACKSONVILLE,FL,32207,SYNOVUS BANK,FL,323113,14-Jan-05,2005,99,2,2.0,3,2,1,1,0,N,,28-Feb-05,"$100,000.00 ",$0.00 ,$0.00 ,"$100,000.00 ","$85,000.00 ",False,P I F
298594,3065444003,JODY SPEAR & RONALD PIERSON,BINGHAMTON,NY,13905,"NBT BANK, NATIONAL ASSOCIATION",NY,0,14-Jul-99,1999,201,9,1.0,0,0,1,1,N,N,30-Jul-03,30-Sep-99,"$197,125.00 ",$0.00 ,"$189,104.00 ","$199,400.00 ","$149,550.00 ",False,CHGOFF
619692,6158794006,AUDIOTECH DIGITAL SIGNAL CORPO,EAST AMHERST (RR NAME TRANSIT),NY,14059,BANK OF AMERICA NATL ASSOC,RI,453998,10-Mar-03,2003,50,3,1.0,1,4,1,1,T,N,,30-Apr-03,"$29,828.00 ",$0.00 ,$0.00 ,"$12,500.00 ","$6,250.00 ",False,P I F
775593,8198963006,LORANZ GOURMET,BILLINGS,MT,59501,YELLOWSTONE BANK,MT,0,23-Mar-95,1995,64,3,1.0,0,0,1,0,N,Y,3-Jun-97,30-Apr-95,"$84,000.00 ",$0.00 ,"$57,323.00 ","$84,000.00 ","$75,600.00 ",False,CHGOFF
602996,5983334003,HALEY'S PAINTING SERVICE INC,EAST LONGMEADOW,MA,1028,BANK OF AMERICA NATL ASSOC,RI,233210,31-Dec-02,2003,55,1,1.0,0,1,1,1,Y,N,,31-May-03,"$14,914.00 ",$0.00 ,$0.00 ,"$6,500.00 ","$3,250.00 ",False,P I F
47106,1365104009,CRAMERTON CAFE,CRAMERTON,NC,28032,COMMUNITYONE BANK NATL ASSOC,NC,0,19-Jun-97,1997,117,4,1.0,0,0,1,0,N,Y,17-May-06,30-Nov-98,"$22,000.00 ",$0.00 ,"$16,995.00 ","$22,000.00 ","$17,600.00 ",False,CHGOFF
534573,5222154003,NATURALAWN OF AMERICA,ATTLEBORO,MA,2760,ROCKLAND TRUST COMPANY,MA,561730,19-Feb-02,2002,25,1,2.0,3,0,57300,1,Y,N,,31-Mar-02,"$157,945.00 ",$0.00 ,$0.00 ,"$100,000.00 ","$50,000.00 ",False,P I F
275133,2912866000,N TUNE MUSIC AND SOUND INC,ODESSA,TX,79764,SOUTHWEST BANK,TX,451140,25-Jul-07,2007,27,40,1.0,0,40,1,1,N,N,,31-Aug-07,"$800,000.00 ",$0.00 ,$0.00 ,"$800,000.00 ","$600,000.00 ",False,P I F
240518,2697795003,COUNSELING & CONSULTATION,LAWRENCE,KS,66049,U.S. BANK NATIONAL ASSOCIATION,OH,621330,13-Sep-07,2007,77,1,1.0,0,1,0,1,Y,N,20-Jun-08,30-Sep-07,"$18,200.00 ",$0.00 ,"$8,128.00 ","$10,000.00 ","$5,000.00 ",False,CHGOFF
7895,1053624002,SANTA BARBARA PERIPHERALS INC.,SANTA BARBARA,CA,93105,MUFG UNION BANK NATL ASSOC,CA,0,20-Mar-97,1997,23,4,1.0,0,0,1,0,N,N,,31-Oct-97,"$500,000.00 ",$0.00 ,$0.00 ,"$500,000.00 ","$450,000.00 ",False,P I F
561273,5521483001,LIQUOR BANK,NEWARK,CA,94560,WELLS FARGO BANK NATL ASSOC,SD,0,10-Feb-93,1993,73,4,2.0,0,0,1,0,N,N,,30-Apr-93,"$243,000.00 ",$0.00 ,$0.00 ,"$243,000.00 ","$206,550.00 ",False,P I F
83077,1619025006,"Veyo Property, LLC dba The Vey",Veyo,UT,84782,KEYBANK NATIONAL ASSOCIATION,OH,447110,18-Jan-06,2006,262,15,1.0,0,15,0,2,N,N,29-Apr-10,31-Jan-06,"$1,050,000.00 ",$0.00 ,"$914,189.00 ","$1,050,000.00 ","$787,500.00 ",False,CHGOFF
730179,7598014004,Trinity Group Investments Inc.,ROCHESTER,MI,48309,FIFTH THIRD BANK,OH,326121,9-Jul-04,2004,117,55,1.0,15,55,1,1,0,N,12-Aug-14,30-Sep-04,"$525,000.00 ",$0.00 ,"$439,631.00 ","$525,000.00 ","$393,750.00 ",False,CHGOFF
793162,8450324001,"TAYLORS HEATING & COOLING, INC",JAMESTOWN,TN,38556,PROGRESSIVE SAVINGS BANK,TN,238220,12-Jan-05,2005,83,12,1.0,0,0,1,2,N,N,16-May-08,28-Feb-05,"$100,000.00 ",$0.00 ,"$74,932.00 ","$100,000.00 ","$85,000.00 ",False,CHGOFF
198909,2402884003,GALAXY VIDEO & VENDING,TRACY,CA,95376,WELLS FARGO BANK NATL ASSOC,SD,454210,21-Oct-98,1999,37,3,1.0,0,0,1,0,0,N,,31-Dec-98,"$656,000.00 ",$0.00 ,$0.00 ,"$656,000.00 ","$492,000.00 ",False,P I F
160471,2161884001,QUIZNO'S CLASSIC SUBS,BEDFORD,TX,76021,JPMORGAN CHASE BANK NATL ASSOC,IL,0,26-Jun-98,1998,78,12,2.0,0,0,68020,0,0,N,24-Oct-02,31-Aug-98,"$105,000.00 ",$0.00 ,"$71,381.00 ","$105,000.00 ","$78,750.00 ",True,CHGOFF
786424,8347063001,DOMINO'S,ASHEBORO,NC,27203,BANK OF AMERICA NATL ASSOC,NC,0,17-May-95,1995,64,17,1.0,0,0,1,0,N,N,,31-Jan-96,"$70,000.00 ",$0.00 ,$0.00 ,"$70,000.00 ","$63,000.00 ",True,P I F
3604,1024174010,C BAY HARDWARE AND SPORTS SUPP,MANSON,WA,98831,NORTH CASCADES NATL BANK A DIV,WA,444130,10-Mar-97,1997,231,9,1.0,0,0,1,0,0,N,13-Feb-03,31-Mar-97,"$263,000.00 ",$0.00 ,"$59,403.00 ","$263,000.00 ","$197,250.00 ",False,CHGOFF
657153,6626134009,DECADENT BERRIES,EDMONDS,WA,98020,BANK OF AMERICA NATL ASSOC,NC,722211,26-Aug-03,2003,69,2,1.0,3,2,1,1,T,N,,30-Sep-03,"$7,500.00 ",$0.00 ,$0.00 ,"$7,500.00 ","$3,750.00 ",False,P I F
450400,4369194004,"SPECTRUM PAPER COMPANY, INC.",EL PASO,TX,79936,UNITED BK OF EL PASO DEL NORTE,TX,422110,13-Mar-01,2001,93,5,2.0,5,0,1,1,N,C,,31-Mar-01,"$200,000.00 ",$0.00 ,$0.00 ,"$200,000.00 ","$150,000.00 ",False,P I F
64927,1490565002,"In A Kilt, LLC",WESTFORD,MA,1886,ENTERPRISE BK & TR CO,MA,453220,6-Oct-05,2006,63,1,1.0,1,1,0,1,N,N,,30-Nov-05,"$90,000.00 ",$0.00 ,$0.00 ,"$90,000.00 ","$45,000.00 ",False,P I F
836187,8969074005,COVINGTON FUEL INJECTION,MANDIVILLE,LA,70448,IBERIABANK,LA,336312,6-Jul-05,2005,36,3,2.0,0,0,1,2,0,Y,12-Apr-11,30-Apr-06,"$150,000.00 ",$0.00 ,"$96,386.00 ","$150,000.00 ","$127,500.00 ",False,CHGOFF
231042,2634093005,MEALS AMERICA INC/WILIKERS,FRESNO,CA,93704,WELLS FARGO BANK NATL ASSOC,SD,0,30-May-86,1986,84,260,1.0,0,0,0,0,N,N,24-Jan-91,18-Jun-86,"$550,000.00 ",$0.00 ,"$426,334.00 ","$550,000.00 ","$440,000.00 ",False,CHGOFF
799953,8562414009,PLAINFIELD CHIROPRACTIC CLINIC,PLAINFIELD,IN,46168,CITIZENS BANK,IN,621310,2-Feb-05,2005,36,2,1.0,0,0,1,1,0,Y,1-Apr-09,28-Feb-05,"$24,000.00 ",$0.00 ,"$16,811.00 ","$24,000.00 ","$20,400.00 ",False,CHGOFF
738929,7682034002,"SEIBERT TRUCKING, INC.",JOHNSTON,IA,50131,FIRST AMERICAN BANK,FL,484220,10-Aug-04,2004,76,9,1.0,0,0,1,2,N,N,,31-Aug-04,"$190,400.00 ",$0.00 ,$0.00 ,"$190,400.00 ","$142,800.00 ",False,P I F
80496,1600644008,CALIFORNIA CHIROPRACTIC CARE,PLACENTIA,CA,92670,WELLS FARGO BANK NATL ASSOC,SD,621310,3-Oct-97,1998,93,2,1.0,0,0,1,0,0,N,5-Sep-01,30-Nov-97,"$226,000.00 ",$0.00 ,"$202,495.00 ","$226,000.00 ","$169,500.00 ",False,CHGOFF
91449,1679354006,CASCADE GARDENS INC.,BEND,OR,97702,"READYCAP LENDING, LLC",CA,561730,14-Nov-97,1998,28,35,1.0,0,0,1,0,0,N,,30-Nov-97,"$125,000.00 ",$0.00 ,$0.00 ,"$125,000.00 ","$93,750.00 ",False,P I F
44641,1345934003,MISSOURI INDUSTRIES INC,DEXTER,MO,63841,FIRST MIDWEST BANK OF DEXTER,MO,316213,12-Jun-97,1997,115,115,1.0,0,0,1,0,N,N,12-Apr-12,30-Sep-98,"$700,000.00 ",$0.00 ,"$488,075.00 ","$700,000.00 ","$350,000.00 ",False,CHGOFF
333419,3323235010,"Cronos Clinical Laboratory, In",MIAMI,FL,33172,BRANCH BK. & TR CO,NC,621512,20-Feb-09,2009,49,8,1.0,0,0,0,1,Y,N,,28-Feb-09,"$100,000.00 ",$0.00 ,$0.00 ,"$100,000.00 ","$50,000.00 ",False,P I F
682558,7045524004,TRAVELODGE OF TEMPLE,TEMPLE,TX,76504,UMPQUA BANK,OR,721110,18-Dec-03,2004,185,27,1.0,0,0,83450,1,N,N,1-Jul-09,29-Feb-04,"$187,200.00 ",$0.00 ,"$173,962.00 ","$187,200.00 ","$140,400.00 ",True,CHGOFF
89711,1667473003,THE TAYLOR COMPANY,CORPUS CHRISTI,TX,78411,FROST BANK,TX,0,24-Aug-83,1983,84,12,1.0,0,0,0,0,N,N,26-Apr-89,22-Nov-83,"$100,000.00 ",$0.00 ,"$73,053.00 ","$100,000.00 ","$90,000.00 ",False,CHGOFF
384439,3705144006,OLNEY SWISS OLNEY FISH NET & R,ROME,NY,13440,MANUFACTURERS & TRADERS TR CO,NY,0,20-Apr-00,2000,30,12,2.0,0,12,1,1,Y,N,,30-Jun-00,"$61,170.00 ",$0.00 ,$0.00 ,"$35,000.00 ","$17,500.00 ",False,P I F
330263,3297613009,"J. ADRIAN SONS, INC.",BUFFALO,NY,14211,BANK OF AMERICA NATL ASSOC,CT,0,12-Sep-88,1988,141,13,1.0,0,0,0,0,N,N,3-Sep-99,31-Oct-88,"$450,000.00 ",$0.00 ,"$331,681.00 ","$450,000.00 ","$382,500.00 ",False,CHGOFF
653758,6574614008,ACE DUPLICATION & EDITING GROU,NEW YORK,NY,10016,"READYCAP LENDING, LLC",CA,443112,8-Aug-03,2003,34,5,1.0,1,4,1,1,0,N,,31-Aug-03,"$435,000.00 ",$0.00 ,$0.00 ,"$435,000.00 ","$326,250.00 ",False,P I F
398535,3842104001,"EMBOSSER SALES & SERVICE, INC.",TERRYTOWN,LA,70056,SOURCE BUS. & INDUST DEVEL COR,LA,0,18-Jul-00,2000,66,13,1.0,0,0,1,1,N,N,26-Feb-03,31-Aug-00,"$550,000.00 ",$0.00 ,"$511,458.00 ","$550,000.00 ","$412,500.00 ",False,CHGOFF
44439,1344543006,MBE OF UTICA INC,NEW HARTFORD,NY,13413,BANK OF UTICA,NY,0,3-Feb-82,1982,96,4,2.0,0,0,0,0,N,N,1-Feb-90,9-Mar-82,"$62,000.00 ",$0.00 ,"$25,381.00 ","$62,000.00 ","$55,800.00 ",False,CHGOFF
478491,4606924003,RED STAR INC,SEATTLE,WA,98109,ASTRA FINANCIAL CORPORATION,KS,451110,26-Jun-01,2001,60,7,1.0,0,0,1,1,0,Y,3-Jan-03,31-Jul-01,"$150,000.00 ",$0.00 ,"$55,564.00 ","$150,000.00 ","$127,500.00 ",False,CHGOFF
149922,2095004007,THE ANDALL-FORBES ALF,DELAND,FL,32720,"BUSINESS LOAN CENTER, LLC",SC,0,29-May-98,1998,234,16,1.0,0,0,1,0,N,N,8-Oct-10,31-Jul-98,"$500,000.00 ",$0.00 ,"$143,372.00 ","$500,000.00 ","$375,000.00 ",False,CHGOFF
457550,4427903006,BARDA SUPPLY CORPORATION,WATERTOWN,NY,13601,COMMUNITY BANK NATL ASSOC,NY,0,11-Apr-91,1991,58,34,1.0,0,0,1,0,N,N,4-Feb-93,31-Oct-91,"$150,000.00 ",$0.00 ,"$124,429.00 ","$150,000.00 ","$127,500.00 ",False,CHGOFF
453315,4394174000,SUCCESSFUL BARTENDERS LLC,PHOENIX,AZ,85016,"READYCAP LENDING, LLC",CA,611519,23-Mar-01,2001,85,7,1.0,0,7,1,1,0,N,,30-Apr-01,"$250,000.00 ",$0.00 ,$0.00 ,"$250,000.00 ","$187,500.00 ",False,P I F
46143,1358005001,"Glen Pettersen, Inc.",TAMPA,FL,33609,BANK OF AMERICA NATL ASSOC,NC,621310,30-Jun-05,2005,60,1,2.0,0,1,0,1,T,N,16-Feb-08,31-Jul-05,"$10,900.00 ",$0.00 ,"$10,000.00 ","$10,000.00 ","$5,000.00 ",False,CHGOFF
410364,3964944004,OMNIWORD.COM,SEATTLE,WA,98134,KEYBANK NATIONAL ASSOCIATION,OH,0,22-Sep-00,2000,12,2,2.0,3,2,1,1,0,N,12-Jul-06,31-Oct-00,"$83,000.00 ",$0.00 ,"$76,930.00 ","$83,000.00 ","$66,400.00 ",False,CHGOFF
716072,7453144007,SOUTHWEST SHEET METAL WORKS IN,LAFAYETTE,LA,70501,JPMORGAN CHASE BANK NATL ASSOC,IL,235110,19-May-04,2004,36,11,1.0,0,11,1,1,0,N,6-Aug-10,30-Jun-04,"$248,000.00 ",$0.00 ,"$88,872.00 ","$248,000.00 ","$124,000.00 ",False,CHGOFF
222892,2575986010,ALVARADO JEWELERS,ONTARIO,OR,97914,PANHANDLE STATE BANK,ID,448310,12-Dec-06,2007,86,3,1.0,0,3,1,2,0,N,,31-Dec-06,"$129,500.00 ",$0.00 ,$0.00 ,"$129,500.00 ","$110,075.00 ",False,P I F
49629,1383643004,LOS FAROLITOS MEXICAN RESTAURA,HOUSTON,TX,77088,JPMORGAN CHASE BANK NATL ASSOC,TX,0,14-May-82,1982,84,12,2.0,0,0,0,0,N,N,5-Oct-90,13-Jan-83,"$60,000.00 ",$0.00 ,"$38,728.00 ","$60,000.00 ","$54,000.00 ",False,CHGOFF
604645,6000454009,NICKOS FAMILY RESTAURANT,ROCHESTER,NY,14606,HSBC BK USA NATL ASSOC,NY,722110,8-Jan-03,2003,60,6,2.0,0,6,1,2,Y,N,24-Jan-08,31-Oct-05,"$50,000.00 ",$0.00 ,"$42,782.00 ","$50,000.00 ","$25,000.00 ",False,CHGOFF
820839,8808214009,"D&B FARM AND HOME STORES,INC",COEUR D'ALENE,ID,83815,AMERICANWEST BANK,WA,448140,21-Apr-05,2005,115,42,1.0,0,0,1,2,N,N,,30-Sep-05,"$1,400,000.00 ",$0.00 ,$0.00 ,"$1,400,000.00 ","$1,050,000.00 ",False,P I F
585299,5773044001,ROCKY MOUNTAIN CHOCOLATE FACTO,KEARNEY,NE,68845,"READYCAP LENDING, LLC",CA,445292,11-Oct-02,2003,87,4,2.0,0,0,70554,2,N,N,,30-Nov-02,"$235,000.00 ",$0.00 ,$0.00 ,"$235,000.00 ","$176,250.00 ",True,P I F
380336,3673746006,FRANCIS JEWELERS,ALLIANCE,OH,44601,CONSUMERS NATIONAL BANK,OH,448310,30-Jan-09,2009,36,6,1.0,0,6,1,1,0,N,,28-Feb-09,"$72,000.00 ",$0.00 ,$0.00 ,"$72,000.00 ","$61,200.00 ",False,P I F
542164,5314684006,LORING CORPORATION,YARMOUTH (CENSUS NAME FOR YARM,ME,4096,KEYBANK NATIONAL ASSOCIATION,OH,323116,3-Apr-02,2002,88,14,1.0,4,14,1,1,0,N,14-Jul-06,30-Apr-02,"$261,000.00 ",$0.00 ,"$232,775.00 ","$261,000.00 ","$195,750.00 ",False,CHGOFF
753908,7886354006,WORLD WIDE EXPRESS,NEW EGYPT,NJ,8533,SUN NATIONAL BANK,NJ,488999,4-Oct-04,2005,27,1,2.0,2,1,90875,2,Y,N,,31-Jan-05,"$25,000.00 ",$0.00 ,$0.00 ,"$25,000.00 ","$12,500.00 ",False,P I F
674485,6906064006,SALON WORLD OF CARROLLTON INC,DALLAS,TX,75287,BANCO POPULAR NORTH AMERICA,NY,812112,10-Nov-03,2004,63,2,1.0,8,10,1,1,0,N,25-Sep-09,31-Jan-04,"$233,600.00 ",$0.00 ,"$205,347.00 ","$233,600.00 ","$175,200.00 ",False,CHGOFF
337319,3352463005,MIDWESTERN FABRICATORS & STEEL,ST. LOUIS,MO,63115,FIRST BANK,MO,332312,3-Jan-89,1989,59,6,1.0,0,0,0,0,N,N,26-Aug-92,23-Jan-89,"$135,000.00 ",$0.00 ,"$94,109.00 ","$135,000.00 ","$121,500.00 ",False,CHGOFF
585452,5774743005,"STAGES FAMILY RISTORANTE, INC.",CHICAGO,IL,60616,INLAND BANK & TRUST,IL,0,12-Jul-93,1993,26,16,1.0,0,0,1,0,N,N,,31-Oct-93,"$365,000.00 ",$0.00 ,$0.00 ,"$365,000.00 ","$292,000.00 ",False,P I F
686728,7107684002,CHELSEA CONSTRUCTION,LINDON,UT,84042,U.S. BANK NATIONAL ASSOCIATION,OH,238290,20-Jan-04,2004,12,3,1.0,5,8,1,1,Y,N,13-Mar-10,31-Jan-04,"$67,438.00 ",$0.00 ,"$8,831.00 ","$10,000.00 ","$5,000.00 ",False,CHGOFF
422552,4085724006,HOME INSPECTION GROUP,MISSOULA,MT,59802,MOUNTAIN W. BANK NATL ASSOC,MT,541350,22-Nov-00,2001,12,1,2.0,1,1,1,1,Y,N,1-Jun-02,30-Nov-00,"$10,000.00 ",$0.00 ,"$10,000.00 ","$10,000.00 ","$5,000.00 ",False,CHGOFF
668789,6803063007,"ROGERS MUSIC COMPANY, INC.",NEW BRAUNFELS,TX,78130,FIRST COMM. BANK NATL ASSOC,TX,451140,9-May-94,1994,15,6,1.0,0,0,1,0,N,N,21-May-01,31-Jul-94,"$155,000.00 ",$0.00 ,"$60,885.00 ","$155,000.00 ","$116,250.00 ",False,CHGOFF
484582,4661493001,"ALABAMA RENT-TO-OWN, INC.",VESTAVIA HILLS,AL,35216,REGIONS BANK,AL,0,20-Dec-91,1992,57,2,1.0,0,0,1,0,N,N,,31-Jan-92,"$150,000.00 ",$0.00 ,$0.00 ,"$150,000.00 ","$135,000.00 ",False,P I F
341486,3382373003,EXPRESSIONS CUSTOM FURNITURE,LITTLE ROCK,AR,72212,LOANS FROM OLD CLOSED LENDERS,DC,0,8-Feb-89,1989,74,1,2.0,0,0,0,0,N,N,,31-Jul-89,"$150,000.00 ",$0.00 ,$0.00 ,"$150,000.00 ","$135,000.00 ",False,P I F
135604,1989635009,Nail Salon '06,Woodbury,MN,55129,BREMER BANK NATL ASSOC,MN,812113,25-Aug-06,2006,101,3,2.0,2,3,0,1,N,N,,30-Sep-06,"$43,500.00 ",$0.00 ,$0.00 ,"$43,500.00 ","$36,975.00 ",False,P I F
285857,2979553007,GARDNER'S TOUCH FREEH FLORIST,FREEHOLD,NJ,7728,BANK OF AMERICA NATL ASSOC,NC,453110,9-Sep-87,1987,58,3,2.0,0,0,0,0,N,N,7-Oct-95,22-Dec-87,"$25,000.00 ",$0.00 ,"$19,299.00 ","$25,000.00 ","$22,500.00 ",False,CHGOFF
769244,8102643000,MCMILLEN SOIL STABILIZATION,WILMORE,KY,40390,"PNC BANK, NATIONAL ASSOCIATION",KY,234110,21-Feb-95,1995,53,8,2.0,0,0,1,0,,Y,,31-Oct-95,"$80,000.00 ",$0.00 ,$0.00 ,"$80,000.00 ","$72,000.00 ",False,P I F
3503,1023404005,WINDSONG MIDWIFERY,"COLFAX,",WA,99111,BANK OF WHITMAN,WA,0,10-Mar-97,1997,300,3,1.0,0,0,1,0,N,N,13-Dec-01,31-Oct-97,"$160,000.00 ",$0.00 ,"$164,479.00 ","$160,000.00 ","$120,000.00 ",False,CHGOFF
227428,2607805001,"74 LEO, INC.",Chicago,IL,60661,COMERICA BANK,TX,541430,31-Jul-07,2007,87,1,2.0,2,3,0,1,N,N,1-Dec-11,30-Sep-07,"$250,000.00 ",$0.00 ,"$202,717.00 ","$250,000.00 ","$187,500.00 ",False,CHGOFF
181884,2294083005,LOSIN@ IT,KANSAS CITY,KS,66102,FIRST STATE BANK & TRUST,KS,0,9-Aug-85,1985,96,1,2.0,0,0,0,0,N,N,9-Oct-91,27-Aug-85,"$20,000.00 ",$0.00 ,"$10,521.00 ","$20,000.00 ","$18,000.00 ",False,CHGOFF
611454,6076314009,PROGRESSIVE PRODUCTS LLC,WHITE PLAINS,NY,10604,BANK OF AMERICA NATL ASSOC,RI,423510,5-Feb-03,2003,58,2,1.0,2,2,1,1,Y,N,,31-Mar-03,"$51,000.00 ",$0.00 ,$0.00 ,"$42,000.00 ","$21,000.00 ",False,P I F
